id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit,idx
2bCjaF7cRm53Wdq9RtkYJu,Neck And Neck - DNMO Remix,electro,https://open.spotify.com/track/2bCjaF7cRm53Wdq9RtkYJu,59.0,0.0188,0.601,0.591,0.0766,0.126,0.0337,182400.0,5.0,-7.407,0.0,150.04399999999995,0.37,79.0,2017-06-09,0.0,3116
2bCjaF7cRm53Wdq9RtkYJu,Neck And Neck - DNMO Remix,electronic,https://open.spotify.com/track/2bCjaF7cRm53Wdq9RtkYJu,59.0,0.0188,0.601,0.591,0.0766,0.126,0.0337,182400.0,5.0,-7.407,0.0,150.04399999999995,0.37,79.0,2017-06-09,0.0,3246
2cLvZokGgikrGmY6XIzztS,Every Lie,grunge,https://open.spotify.com/track/2cLvZokGgikrGmY6XIzztS,53.0,0.0009390000000000001,0.5770000000000001,0.925,0.0,0.21600000000000005,0.043,176400.0,2.0,-3.0989999999999998,0.0,112.044,0.621,55.0,2010-01-01,0.0,4477
2cLvZokGgikrGmY6XIzztS,Every Lie,metal,https://open.spotify.com/track/2cLvZokGgikrGmY6XIzztS,53.0,0.0009390000000000001,0.5770000000000001,0.925,0.0,0.21600000000000005,0.043,176400.0,2.0,-3.0989999999999998,0.0,112.044,0.621,55.0,2010-01-01,0.0,7106
2eG7o3BfbzohiETArwsX1K,"Touch, Peel And Stand",alternative,https://open.spotify.com/track/2eG7o3BfbzohiETArwsX1K,63.0,0.05,0.58,0.627,1.68e-06,0.297,0.0316,297146.0,11.0,-8.017000000000001,1.0,82.15100000000002,0.825,77.0,1997-06-03,0.0,318
2eG7o3BfbzohiETArwsX1K,"Touch, Peel And Stand",metal,https://open.spotify.com/track/2eG7o3BfbzohiETArwsX1K,63.0,0.05,0.58,0.627,1.68e-06,0.297,0.0316,297146.0,11.0,-8.017000000000001,1.0,82.15100000000002,0.825,77.0,1997-06-03,0.0,7157
2g2a5kDeZexbUTD8abcvm6,Lifestyles of the Rich & Famous,grunge,https://open.spotify.com/track/2g2a5kDeZexbUTD8abcvm6,69.0,0.00043,0.62,0.93,0.0,0.0686,0.0374,190173.0,1.0,-3.685,1.0,106.22,0.609,79.0,2002-10-04,0.0,4435
2g2a5kDeZexbUTD8abcvm6,Lifestyles of the Rich & Famous,punk,https://open.spotify.com/track/2g2a5kDeZexbUTD8abcvm6,69.0,0.00043,0.62,0.93,0.0,0.0686,0.0374,190173.0,1.0,-3.685,1.0,106.22,0.609,79.0,2002-10-04,0.0,8578
2hFX1UXWmd3GWJdSgGMVVw,Rock-A-Bye My Baby,j-pop,https://open.spotify.com/track/2hFX1UXWmd3GWJdSgGMVVw,41.0,0.879,0.607,0.2,0.11,0.102,0.0443,196146.0,11.0,-17.832,1.0,107.891,0.272,51.0,2019-01-25,0.0,6250
2hFX1UXWmd3GWJdSgGMVVw,Rock-A-Bye My Baby,techno,https://open.spotify.com/track/2hFX1UXWmd3GWJdSgGMVVw,41.0,0.879,0.607,0.2,0.11,0.102,0.0443,196146.0,11.0,-17.832,1.0,107.891,0.272,51.0,2019-01-25,0.0,10791
