,id,name,artist,genre,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit
9726,6OwVEAiNnkwFoOsfovWbZQ,Don't Cry For Me Argentina,Patti LuPone,show-tunes,31.0,0.909,0.222,0.117,0.000237,0.258,0.0406,320266.0,1.0,-16.031,1.0,86.935,0.0913,79.0,2018-06-01,0.0
9727,4ORqOKlf3tZIyygzqG7AuV,Stay With Me,Bernadette Peters,show-tunes,32.0,0.939,0.31,0.201,9.02e-06,0.348,0.043,161986.0,5.0,-9.896,0.0,86.615,0.209,77.0,1988,0.0
9728,4l3mCtTXa5DCuk8AsjmHGT,Belle Meets Gaston,Alan Menken,show-tunes,36.0,0.973,0.368,0.0271,0.648,0.0955,0.0478,54066.0,10.0,-26.415,1.0,118.944,0.12,78.0,2017-03-10,0.0
9729,66KiIwcSDiucaZTmfto7tH,"Won't Say I'm in Love (Mashup) [feat. Terrence Williams, Jamahl Rawls & Foti]",Thomas Sanders,show-tunes,52.0,0.858,0.41,0.277,0.0,0.225,0.0392,193722.0,7.0,-10.026,1.0,112.051,0.428,79.0,2018-03-22,0.0
9730,4AQmxxQQSfisCPytqaGbl9,The Origin Of Love,Hedwig & The Angry Inch,show-tunes,39.0,0.219,0.383,0.621,0.0,0.137,0.0393,326733.0,2.0,-6.762,1.0,99.648,0.178,79.0,1999,0.0
9731,6Y3wHkzHzrCi2LIAgImwZ9,Belle (Reprise),Susan Egan,show-tunes,32.0,0.803,0.47,0.102,0.0,0.15,0.0612,68706.0,2.0,-18.615,1.0,112.977,0.265,79.0,1994,0.0
9732,10OPbro4cBUosJqTgtIKUM,A Bushel and a Peck,Faith Prince,show-tunes,32.0,0.775,0.52,0.29,0.0586,0.324,0.156,188093.0,3.0,-15.124,1.0,160.028,0.708,58.0,1992-07-07,0.0
9733,3nfMOTjl5Ts1GZScRKuQnF,So Much Better,Laura Bell Bundy,show-tunes,55.0,0.564,0.587,0.59,0.0,0.115,0.689,209226.0,2.0,-10.221,1.0,78.701,0.426,79.0,2007-07-16,0.0
9734,2bJc8OTOtmvzfnvKp5yx3b,Beast Takes a Bath,Alan Menken,show-tunes,33.0,0.825,0.0909,0.0781,0.16,0.119,0.038,81546.0,0.0,-20.804,1.0,81.291,0.275,78.0,2017-03-10,0.0
9735,5Y0NgAzhG7SMQbnehKVVup,Hold Me in Your Heart,Billy Porter,show-tunes,38.0,0.638,0.289,0.306,0.0,0.149,0.0358,184080.0,2.0,-9.104,1.0,161.949,0.335,79.0,2013-05-27,0.0
9736,05tjTPGtIF7EJlie9wAHhK,A Light in the Dark,Alice Ripley,show-tunes,35.0,0.895,0.402,0.109,0.0,0.104,0.044,165786.0,7.0,-13.928,1.0,101.122,0.274,79.0,2009-05-05,0.0
9737,51FRGVbypjTybFQM9sC9K1,Love Thy Neighbor,Christopher Sieber,show-tunes,33.0,0.214,0.557,0.812,0.0,0.039,0.377,259333.0,7.0,-5.237,1.0,119.114,0.692,79.0,2018-12-14,0.0
9738,59IAebXHrDfKzPOYrpYZTl,When You're Driving Through the Moonlight,Laura Osnes,show-tunes,30.0,0.882,0.543,0.296,0.0,0.328,0.0419,175480.0,2.0,-9.086,1.0,117.143,0.372,79.0,2013-05-17,0.0
9739,2qKTGWhAQXNZIWLnWfdRcR,You Deserve It,Laura Osnes,show-tunes,29.0,0.479,0.543,0.618,0.0,0.145,0.192,184280.0,0.0,-6.128,1.0,175.295,0.767,79.0,2017-06-23,0.0
9740,6zCZJQuBKc5xNgNI9HAR0H,Damned For All Time / Blood Money,Andrew Lloyd Webber,show-tunes,39.0,0.48,0.391,0.809,0.000125,0.12,0.499,339253.0,5.0,-9.002,1.0,184.012,0.186,67.0,2005-06-19,0.0
9741,7sdUj7OKzvHH9OsYRIXDXn,The Big Olive,Alan Menken,show-tunes,37.0,0.833,0.621,0.329,0.817,0.0677,0.0345,67133.0,4.0,-15.816,1.0,118.286,0.349,79.0,1997-01-01,0.0
9742,7AaYVzvrIJogCRWSAhbiZQ,Traveller's Eyes,Ramin Karimloo,show-tunes,41.0,0.0578,0.595,0.672,1.93e-05,0.343,0.0284,259076.0,2.0,-8.695,1.0,108.999,0.499,78.0,2016-07-08,0.0
9743,6x0jgQCnLLDeE6l0gavTPc,Sonya Alone,Brittain Ashford,show-tunes,36.0,0.829,0.519,0.189,0.00173,0.11,0.0304,247040.0,2.0,-10.239,1.0,73.086,0.256,79.0,2017-05-19,0.0
9744,0mpNY35D9VE4oa0NLm7Cjw,"Thank Goodness - From ""Wicked"" Original Broadway Cast Recording/2003",Kristin Chenoweth,show-tunes,46.0,0.758,0.398,0.331,0.0,0.805,0.0448,383066.0,3.0,-9.407,1.0,148.391,0.477,79.0,2013-01-01,0.0
9745,7CZAOaxmSM1RtgxMuGtlpf,Valley Forge - Demo,Lin-Manuel Miranda,show-tunes,40.0,0.872,0.551,0.458,0.0,0.121,0.618,166413.0,3.0,-12.401,1.0,76.928,0.429,70.0,2016-12-02,1.0
9746,4z2zkKzWKiBQrcMMQxyGPt,The Schuyler Sisters,Renée Elise Goldsberry,show-tunes,34.0,0.186,0.74,0.727,0.0,0.627,0.278,186542.0,2.0,-6.253,1.0,101.408,0.792,2.0,2015-09-25,0.0
9747,33qc0cSKtSbkw4hAtsjc7N,The Minotaur / The Weirdest Dream,Chris McCarrell,show-tunes,38.0,0.324,0.476,0.393,0.0,0.476,0.156,100333.0,5.0,-8.261,1.0,90.484,0.265,79.0,2017-06-30,0.0
9748,5i7onLU8iJDQdc8V1A7NbR,Medley: Down Once More / Track Down This Murderer,Andrew Lloyd Webber,show-tunes,49.0,0.672,0.302,0.11,0.0,0.362,0.0486,768640.0,1.0,-19.595,1.0,107.384,0.0666,78.0,2004-12-10,0.0
9749,4nftGLZxxEEbQfp21m34Re,And Eve Was Weak,Marin Mazzie,show-tunes,35.0,0.701,0.508,0.677,2.77e-06,0.579,0.0605,196066.0,5.0,-5.042,0.0,83.47,0.444,79.0,2012-09-25,0.0
9750,2HrJiUANXc5PK8DYmPgMBT,Marketplace,Alan Menken,show-tunes,31.0,0.826,0.382,0.0394,0.0742,0.268,0.0347,157213.0,0.0,-24.124,1.0,142.667,0.123,79.0,1992-01-01,0.0
9751,72QLVbDxbWM6cqcBfyJEaB,The Neva Flows,Ramin Karimloo,show-tunes,45.0,0.875,0.365,0.267,3.11e-06,0.154,0.0404,173520.0,10.0,-11.851,1.0,92.648,0.152,79.0,2017-06-09,0.0
9752,1XVtdhL8J4L0orlDeKXZyq,Dead Girl Walking,Carrie Hope Fletcher,show-tunes,44.0,0.339,0.547,0.657,0.0,0.119,0.058,203706.0,7.0,-5.138,0.0,105.723,0.361,79.0,2019-03-01,0.0
9753,63Q9hAFTga7rqYRrAhwIyR,Waving Through A Window,Ben Platt,show-tunes,63.0,0.339,0.552,0.692,0.0,0.104,0.0593,236809.0,9.0,-5.54,1.0,144.666,0.543,79.0,2016-12-02,0.0
9754,1RZIzBbcM5Te2oZxJ2YlLU,"You Won't Succeed On Broadway - Original Broadway Cast Recording: ""Spamalot""",David Hyde Pierce,show-tunes,30.0,0.586,0.503,0.643,0.0,0.108,0.268,306266.0,7.0,-6.205,1.0,151.106,0.543,78.0,2005-01-01,0.0
9755,5PWOrQpqkpKhYvcAMr4ss5,Do You Wanna Ride?,Lauren Marcus,show-tunes,35.0,0.728,0.595,0.296,0.0,0.135,0.324,93546.0,10.0,-10.152,1.0,140.819,0.127,79.0,2015-10-30,0.0
9756,4Be4wCdwvkoBmTgTT1H586,"Steady as the Beating Drum (Reprise) - From ""Pocahontas""/Soundtrack Version",Jim Cummings,show-tunes,41.0,0.928,0.226,0.0623,0.00341,0.255,0.0438,45520.0,5.0,-27.953,1.0,81.856,0.219,79.0,1995-01-01,0.0
9757,7esL6dmE2OcoQGRHLahHoh,Jack Chops Down the Beanstalk,Stephen Sondheim,show-tunes,31.0,0.926,0.391,0.188,0.47,0.448,0.0351,82240.0,3.0,-16.813,1.0,139.817,0.286,78.0,2014-01-01,0.0
9758,0vulq4cEzujsuyS2Zgrwm3,Giry Confronts The Phantom / 'Til I Hear You Sing (Reprise),Andrew Lloyd Webber,show-tunes,35.0,0.807,0.429,0.262,0.0,0.454,0.184,273066.0,3.0,-13.242,1.0,80.86,0.206,70.0,2010,0.0
9759,1Dc6Mb9u2az5sQOvqfOqX7,The Bell Tower,Alan Menken,show-tunes,33.0,0.936,0.0854,0.0191,0.365,0.192,0.0386,185160.0,9.0,-29.448,1.0,168.943,0.0586,79.0,1996-05-28,0.0
9760,1FomWvYH5RqagHVHYj9OfC,Way Down Hadestown (Reprise),André De Shields,show-tunes,48.0,0.85,0.565,0.456,0.0,0.132,0.179,230324.0,0.0,-7.272,0.0,120.433,0.346,79.0,2019-07-26,0.0
9761,79tnjN3VqGs0PaqFwSK1Sw,Canceling the Bar Mitzvah,Anthony Rosenthal,show-tunes,33.0,0.81,0.563,0.228,0.0,0.164,0.118,212240.0,0.0,-11.951,1.0,107.141,0.219,79.0,2016-12-16,0.0
9762,7jx4sK4oJwodNYECPDuW9M,Story Of My Life,John Tartaglia,show-tunes,31.0,0.638,0.68,0.57,0.0,0.134,0.298,190080.0,9.0,-6.399,1.0,121.595,0.477,2.0,2010-01-01,0.0
9763,2E0o5xtX9761teG4kH7BcN,Mitchell: Chant II (Live),Original Cast of Hadestown,show-tunes,37.0,0.886,0.512,0.725,0.0,0.977,0.483,305813.0,1.0,-6.363,0.0,93.68,0.5,79.0,2017-10-06,0.0
9764,0p7LqvPd3sMXbgHLcvFXbw,Birds (feat. Terrence Williams Jr),Thomas Sanders,show-tunes,53.0,0.878,0.504,0.348,0.0,0.113,0.03,209068.0,5.0,-9.118,1.0,105.766,0.323,79.0,2016-10-07,0.0
9765,3KzemxaWSSiYtnzOokd0Rs,How Far I'll Go,Auli'i Cravalho,show-tunes,63.0,0.61,0.574,0.31,0.0,0.209,0.0482,163386.0,4.0,-10.976,1.0,83.706,0.123,30.0,2016-11-18,0.0
9766,0ZWQQtODuFLSvmU3fglT0p,I Have Confidence,Julie Andrews,show-tunes,45.0,0.821,0.438,0.234,0.0,0.437,0.0872,206360.0,3.0,-13.872,1.0,75.452,0.412,79.0,1965,0.0
9767,1b4QmuIHiO4IR2JgnH3p0s,"The Beast Lets Belle Go - From ""Beauty and the Beast""/Score",Alan Menken,show-tunes,41.0,0.957,0.0982,0.133,0.829,0.23,0.0412,142000.0,3.0,-17.908,1.0,82.839,0.0595,78.0,1991-01-01,0.0
9768,5O3XZbXoPs3KD87OH3sO31,Down to the Sea,Jodi Benson,show-tunes,45.0,0.727,0.387,0.44,0.0,0.138,0.0872,212146.0,5.0,-10.937,1.0,96.062,0.582,79.0,2000-01-01,0.0
9769,4e3cKdqqNbdKVTDmTVA4zs,Lost!,Chris McCarrell,show-tunes,43.0,0.471,0.765,0.557,0.0,0.0829,0.177,198546.0,5.0,-6.406,0.0,96.061,0.641,79.0,2017-06-30,0.0
9770,2eYcaemiZ7F24CZdvYo22t,Speedrun,Team StarKid,show-tunes,34.0,0.112,0.491,0.817,0.0,0.334,0.243,158198.0,9.0,-4.885,0.0,96.106,0.503,79.0,2015-02-13,1.0
9771,65sMMnKlcwtrizZkX0Bm0g,Why Stay? / A Promise,J. Robert Spencer,show-tunes,32.0,0.689,0.469,0.488,0.0,0.196,0.339,155693.0,5.0,-7.326,1.0,70.914,0.371,79.0,2009-05-05,0.0
9772,4Hp9LLcPmdP8XBvs0qrqQE,Best Day Ever,Ethan Slater,show-tunes,38.0,0.687,0.452,0.397,0.0,0.113,0.0461,259133.0,7.0,-9.214,1.0,134.74,0.114,79.0,2017-09-22,0.0
9773,3JMuqa4x9ZMWxgA8RaAiya,A Guy That I'd Kinda Be Into,Stephanie Hsu,show-tunes,52.0,0.764,0.497,0.474,0.000223,0.453,0.044,164400.0,3.0,-7.279,1.0,133.934,0.493,79.0,2015-10-30,0.0
9774,3W1O4FiAir9YhqMTFGsBIY,Arabian Nights,James Monroe Iglehart,show-tunes,41.0,0.412,0.391,0.357,2.12e-06,0.575,0.097,376760.0,6.0,-8.562,1.0,66.727,0.494,78.0,2014-01-01,0.0
9775,5VHnTQWSzShP5rHyEkQM4A,My Favorite Things (Reprise),Julie Andrews,show-tunes,37.0,0.871,0.455,0.152,0.0,0.587,0.054,73093.0,5.0,-13.156,0.0,115.325,0.542,79.0,1964,0.0
9776,04zipeUI1GQjypWxPfFL8t,Dance with You,Caitlin Kinnunen,show-tunes,40.0,0.773,0.355,0.384,0.0,0.0808,0.0462,187440.0,1.0,-7.27,1.0,83.625,0.385,79.0,2018-12-14,0.0
9777,6uie49Ul2wKawsbIGc8MYb,When You're An Addams,Company,show-tunes,42.0,0.634,0.633,0.509,0.0,0.343,0.216,265146.0,7.0,-9.344,0.0,86.644,0.843,2.0,2010-01-01,0.0
9778,2Jn9kkriqoTCq41gpAmvTh,The Journey,Lea Salonga,show-tunes,46.0,0.682,0.615,0.296,0.0,0.128,0.0248,274133.0,10.0,-11.49,1.0,100.22,0.352,79.0,1993,0.0
9779,5AWmfB2DvoJ5qVRFX4bVmW,Stupid With Love (Reprise),Kyle Selig,show-tunes,50.0,0.513,0.631,0.211,0.0,0.186,0.163,85146.0,0.0,-9.787,1.0,80.321,0.672,79.0,2018-05-18,0.0
9780,4p4TZNs0Z0HNQZayJnRUQ6,Stay Awake,Julie Andrews,show-tunes,35.0,0.872,0.321,0.0331,2.65e-06,0.109,0.047,105440.0,10.0,-30.093,1.0,90.758,0.182,79.0,1997-01-01,0.0
9781,1bLcXFOmn1e2pJwWP2SvEf,Fine,Hunter Foster,show-tunes,37.0,0.889,0.614,0.318,3.18e-06,0.0834,0.142,209320.0,9.0,-10.141,1.0,181.447,0.584,79.0,2010-09-21,0.0
9782,7HD4bbxuI7BYmZnC8uyfTY,Big Bright Beautiful World (Reprise),Brian D'Arcy James,show-tunes,34.0,0.84,0.405,0.0878,0.0,0.148,0.0449,116973.0,1.0,-20.089,1.0,85.114,0.345,76.0,2008-01-01,0.0
9783,3Vljw31kfFyyFONRNMOU6P,Stars,Russell Crowe,show-tunes,29.0,0.949,0.32,0.119,1.25e-05,0.474,0.0333,165640.0,1.0,-15.869,1.0,97.974,0.204,2.0,2013-01-01,0.0
9784,0bmh1AR5XP5u4wM9puHt7q,Disappear,Mike Faist,show-tunes,34.0,0.379,0.451,0.634,0.0,0.226,0.118,275813.0,8.0,-6.65,1.0,136.643,0.298,79.0,2018-11-02,0.0
9785,0q1X37v80RtCxRNOrJcG3m,Anybody Have a Map?,Rachel Bay Jones,show-tunes,36.0,0.234,0.634,0.603,0.0,0.536,0.258,146853.0,7.0,-6.374,1.0,107.768,0.744,79.0,2018-11-02,0.0
9786,2sl5tDLJ8jXDx0eLAVBxrP,Mitchell: Wait for Me (Live),Original Cast of Hadestown,show-tunes,42.0,0.685,0.494,0.524,0.0,0.342,0.0915,248866.0,7.0,-8.387,1.0,80.567,0.29,79.0,2017-10-06,0.0
9787,4eg3qNmpiX1ymmg3IPtYp5,On Monday,Betsy Wolfe,show-tunes,29.0,0.201,0.592,0.667,9.55e-06,0.194,0.112,223706.0,0.0,-5.353,1.0,169.851,0.564,79.0,2012-08-14,0.0
9788,2rJ5kKaTcswlGcxE38oDNR,Happy/Sad,Nathan Lane,show-tunes,32.0,0.974,0.312,0.2,1.93e-05,0.123,0.0326,235626.0,1.0,-13.074,1.0,100.55,0.211,2.0,2010-01-01,0.0
9789,7aN97PdMd2k4X8QpsjO1uV,Who's The Thief?,Andrew Lloyd Webber,show-tunes,32.0,0.683,0.407,0.378,7.36e-06,0.299,0.304,126040.0,7.0,-18.246,1.0,89.862,0.0456,78.0,1992-01-01,0.0
9790,4sDRcUthqGUgVPFh6HIftR,On My Way,Sutton Foster,show-tunes,31.0,0.722,0.466,0.394,0.0,0.0962,0.0461,258973.0,7.0,-8.236,1.0,130.125,0.46,79.0,2014-06-03,0.0
9791,05om7Ac9m7wKq1rHn4sHQh,"Monster - From ""Frozen: The Broadway Musical""",Caissie Levy,show-tunes,55.0,0.214,0.41,0.457,0.0,0.108,0.0381,222653.0,0.0,-5.622,1.0,91.927,0.147,78.0,2018-05-11,0.0
9792,4WQk59pIrRJxd0xAjkFH7E,Breaking In,Alan Menken,show-tunes,44.0,0.148,0.203,0.478,0.889,0.101,0.0423,106643.0,2.0,-13.208,1.0,142.105,0.178,79.0,2019-05-22,0.0
9793,1v4kdQ6zcsgHSxKMHefzKV,The Club,'In The Heights' Original Broadway Company,show-tunes,46.0,0.666,0.742,0.589,2.83e-05,0.454,0.134,358333.0,7.0,-6.966,1.0,104.76,0.851,79.0,2008-06-03,0.0
9794,28kol7eppArFKGKaG8Qy60,The Convent,Hugh Jackman,show-tunes,37.0,0.973,0.239,0.0368,0.0,0.0943,0.0434,52853.0,11.0,-21.95,0.0,77.027,0.0396,4.0,2013-01-01,0.0
9795,5tPyzRPQpJszN4KLCPEUHz,Little Bird,Jasmine Cephas-Jones,show-tunes,39.0,0.134,0.616,0.366,0.00504,0.194,0.0286,265589.0,7.0,-7.158,0.0,102.063,0.297,79.0,2020-02-18,0.0
9796,29bQPrp6BT0w3kaXTqIo8A,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Julie Andrews,show-tunes,61.0,0.743,0.48,0.39,1.75e-05,0.137,0.149,249040.0,5.0,-14.253,1.0,110.7,0.642,78.0,1997-01-01,0.0
9797,3i6phqOf9rPLtsCvf2PQz8,You Will Not Touch Him - Live,Miss Saigon Original Cast,show-tunes,35.0,0.642,0.265,0.561,2.47e-06,0.522,0.0483,214506.0,6.0,-7.871,1.0,83.394,0.268,79.0,2014-01-01,1.0
9798,2JGNnA2Qpj8fvYh2Wp5sHl,More Than Survive - Reprise,Will Connolly,show-tunes,42.0,0.529,0.668,0.571,0.0,0.16,0.438,81533.0,9.0,-7.857,1.0,156.237,0.895,79.0,2015-10-30,0.0
9799,6oUPL56txENpmNqMaPzgqt,I'm Not Afraid of Anything,Andrea Burns,show-tunes,32.0,0.798,0.459,0.321,4.04e-06,0.0684,0.0927,277626.0,9.0,-12.522,1.0,83.508,0.306,68.0,1997-03-11,0.0
9800,78e02OxzIocXs21FqQ4UGK,Foreign Hands,George Ogilvie,singer-songwriter,60.0,0.52,0.406,0.449,0.0,0.0942,0.0321,258530.0,3.0,-8.738,0.0,140.008,0.335,79.0,2017-02-17,0.0
9801,6tdfq7Dpicx0kyDuvOfiVV,Wandering - 2019 Remaster,James Taylor,singer-songwriter,44.0,0.822,0.342,0.117,9.15e-06,0.125,0.0355,161160.0,11.0,-16.27,1.0,200.87,0.33,79.0,1975-05-01,0.0
9802,2Di9dyLnotlGyKPKCRgKVh,Day Is Done,John Prine,singer-songwriter,45.0,0.797,0.558,0.147,0.000192,0.0851,0.0347,213373.0,2.0,-20.301,1.0,143.001,0.527,77.0,1995-04-04,0.0
9803,4q83spgP5cU0MXMqrYsxau,Change,Tracy Chapman,singer-songwriter,49.0,0.607,0.762,0.504,3.41e-05,0.119,0.0282,305826.0,5.0,-9.424,1.0,125.736,0.467,79.0,2005-09-05,0.0
9804,70aUjWZmd9F3bRSsR4DwAJ,Handy Man,James Taylor,singer-songwriter,54.0,0.64,0.804,0.233,0.106,0.0854,0.0312,196800.0,2.0,-14.17,1.0,90.639,0.583,79.0,1977,0.0
9805,0bTY3EvTFLdPALso8E7Eyq,If Not for You,Bob Dylan,singer-songwriter,49.0,0.454,0.663,0.593,0.0453,0.226,0.0322,161053.0,9.0,-8.616,1.0,139.481,0.884,79.0,1970-10-21,0.0
9806,5eVjE8FDSDXQLSbTZSA5Qv,Buckets of Rain,Bob Dylan,singer-songwriter,51.0,0.539,0.514,0.234,0.00254,0.109,0.0328,203506.0,4.0,-18.245,1.0,173.644,0.454,79.0,1975-01-17,0.0
9807,6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,Paul Simon,singer-songwriter,71.0,0.237,0.626,0.816,1.8e-06,0.104,0.13,164813.0,9.0,-10.593,1.0,105.33,0.798,79.0,1972-01-14,0.0
9808,2a4GVSzYZ22ZiDo9HV0Iy4,Motel Blues,Loudon Wainwright III,singer-songwriter,46.0,0.68,0.464,0.203,2.79e-05,0.185,0.0398,167280.0,7.0,-17.867,1.0,156.306,0.312,79.0,1971,0.0
9809,2DjLbdQ9q2QBd4JJxM40Uf,Play Me,Neil Diamond,singer-songwriter,51.0,0.488,0.473,0.213,0.000147,0.132,0.0273,232066.0,2.0,-17.951,1.0,106.461,0.341,79.0,1972-07-15,0.0
9810,0Em2XljAKp5THmpNvS83cp,Bones,Ben Howard,singer-songwriter,50.0,0.684,0.364,0.207,0.0,0.315,0.0424,345746.0,0.0,-12.905,1.0,65.907,0.138,74.0,2011-01-01,0.0
9811,5G4W4UzaJIpYl0ar95Cs17,Tupelo Honey,Van Morrison,singer-songwriter,63.0,0.548,0.569,0.444,3.29e-05,0.119,0.0373,415040.0,10.0,-10.097,1.0,71.426,0.515,79.0,2015-12-04,0.0
9812,1i07UnkcHERRNKdQuSfsB4,Red Dust,James Vincent McMorrow,singer-songwriter,42.0,0.778,0.458,0.225,0.00353,0.105,0.0383,240826.0,1.0,-11.542,1.0,78.774,0.04,2.0,2013-01-14,0.0
9813,00cs7mlkTcIIoWnm8G0U0l,Wigwam,Bob Dylan,singer-songwriter,45.0,0.755,0.407,0.47,0.0216,0.0976,0.037,188253.0,0.0,-8.64,1.0,138.471,0.227,79.0,1970-06-08,0.0
9814,6FKbkNnpM1WlQgYVRPJQg3,Some Days,Sturgill Simpson,singer-songwriter,50.0,0.00413,0.526,0.875,1.4e-06,0.28,0.0743,210533.0,4.0,-5.713,1.0,100.199,0.729,43.0,2013-06-11,0.0
9815,68ZVCePM9IP0MSbcmeZuup,Laps Around The Sun,Ziggy Alberts,singer-songwriter,64.0,0.475,0.768,0.472,0.0,0.11,0.0493,206166.0,4.0,-10.047,0.0,110.024,0.145,79.0,2018-11-09,1.0
9816,3pphvys29ALVFqSwzRLgA0,April Fool,Tiz McNamara,singer-songwriter,50.0,0.812,0.682,0.199,5.79e-06,0.11,0.036,228345.0,10.0,-10.613,1.0,121.846,0.155,79.0,2020-04-01,0.0
9817,6CAG3rBGPTAinoqgVD7fBJ,The Greatest,Cat Power,singer-songwriter,60.0,0.738,0.508,0.362,0.000998,0.0922,0.0262,202560.0,0.0,-9.688,1.0,107.459,0.328,77.0,2006-01-24,0.0
9818,17ZAZ24Eyh5fKqQ06u4R3d,You Oughta Know,Alanis Morissette,singer-songwriter,52.0,0.228,0.641,0.861,0.0,0.868,0.0697,249760.0,4.0,-6.9,1.0,105.316,0.473,79.0,2005-11-11,1.0
9819,2xSfwtV4mUr2h63Q1zJH58,Both Sides Now,Judy Collins,singer-songwriter,52.0,0.413,0.352,0.3,0.0,0.1,0.0301,195840.0,8.0,-9.282,1.0,58.686,0.295,79.0,1967,0.0
9820,3FCtiTn8G3s63V1UkgfX41,Sweet Revenge - Live,John Prine,singer-songwriter,43.0,0.642,0.55,0.734,0.0,0.709,0.0848,178666.0,7.0,-7.322,1.0,84.091,0.717,77.0,2017-08-25,0.0
9821,0eti3iRdEgUxwcIcN2N9DY,Domino - 1999 Remaster,Van Morrison,singer-songwriter,60.0,0.321,0.731,0.555,0.000103,0.0527,0.0519,189426.0,2.0,-13.684,1.0,131.26,0.935,79.0,1970-11-15,0.0
9822,5q9hultY2qhd6sVB0DEEQf,When Does a Heart Move On,Joy Williams,singer-songwriter,45.0,0.915,0.464,0.289,2.26e-05,0.0923,0.0313,232453.0,4.0,-10.765,1.0,144.656,0.255,77.0,2019-05-03,0.0
9823,6HOEvcvvRU6eMtI96SA2Es,Purple Heather,Van Morrison,singer-songwriter,53.0,0.256,0.612,0.488,0.0102,0.0771,0.0336,343733.0,7.0,-11.15,1.0,123.528,0.555,79.0,1973-08,0.0
9824,7rPsF218CASDaDEoMkEe03,Sweet Thing - 2015 Remaster,Van Morrison,singer-songwriter,53.0,0.204,0.509,0.42,0.000862,0.293,0.0334,262253.0,4.0,-12.866,1.0,86.805,0.687,79.0,1968-11-01,0.0
9825,5FDh0G5oQ2UD9JxWiDCT1x,Paper Doll,John Mayer,singer-songwriter,60.0,0.521,0.658,0.475,0.0067,0.176,0.0292,257386.0,7.0,-11.703,1.0,153.851,0.685,79.0,2013-08-20,0.0
9826,1C8VMfbSqTK6wXrmZ1MNkA,Stranger In A Strange Land,Leon Russell,singer-songwriter,48.0,0.0776,0.356,0.481,0.0,0.116,0.0648,242840.0,3.0,-13.651,1.0,159.324,0.577,79.0,1971,0.0
9827,7G4T7qkB0Wp32ItIvxBCw5,Down To Zero,Joan Armatrading,singer-songwriter,43.0,0.624,0.509,0.307,0.000155,0.103,0.0313,230640.0,10.0,-15.221,1.0,149.913,0.526,66.0,1976-01-01,0.0
9828,3i0VfLdOUCks9DmAht65XI,The Best You Had,Nina Nesbitt,singer-songwriter,67.0,0.358,0.69,0.582,0.0,0.0776,0.0333,176853.0,5.0,-6.259,0.0,122.02,0.448,74.0,2019-02-01,1.0
9829,0SAi0kuzDwXPdQSHbEGfEt,"Anyhow, I Love You",Guy Clark,singer-songwriter,44.0,0.601,0.676,0.324,1.01e-05,0.123,0.0371,234506.0,2.0,-10.487,1.0,117.051,0.32,1.0,1976,0.0
9830,6Jv7kjGkhY2fT4yuBF3aTz,"Lover, You Should've Come Over",Jeff Buckley,singer-songwriter,60.0,0.361,0.385,0.595,1.09e-05,0.174,0.0398,404213.0,2.0,-5.67,1.0,119.38,0.152,79.0,1994,0.0
9831,0e4GxC1u8gzQ98RrbQTiCn,Just Let Go,Sturgill Simpson,singer-songwriter,49.0,0.674,0.424,0.274,0.00734,0.121,0.0372,152026.0,11.0,-9.795,1.0,170.139,0.25,43.0,2014-05-13,0.0
9832,4gXwWfGICSNmWHwvtbZfby,Listen to the Lion,Van Morrison,singer-songwriter,45.0,0.611,0.424,0.29,0.0278,0.0909,0.0329,671133.0,4.0,-15.806,1.0,147.599,0.442,79.0,1972-07,0.0
9833,41KmdDUc6DX6m4PKTglbkE,To Be A Woman Pt. 2,Fenne Lily,singer-songwriter,48.0,0.526,0.512,0.631,0.131,0.0881,0.0305,195133.0,5.0,-7.964,0.0,147.581,0.467,79.0,2020-04-29,0.0
9834,5DINteIRFja5bHRb3lT7gU,"Don't Think Twice, It's Alright",Willie Nelson,singer-songwriter,43.0,0.369,0.539,0.601,0.0799,0.337,0.0393,250626.0,2.0,-12.138,1.0,105.354,0.519,79.0,2015-05-29,0.0
9835,3W93koK957HaoaNHyA3dTm,St. Patrick's Day,John Mayer,singer-songwriter,49.0,0.0502,0.597,0.439,0.000129,0.19,0.0258,321093.0,9.0,-7.126,1.0,127.89,0.127,79.0,2001-08-16,0.0
9836,65Qxgvy4hZxadYDr2QNSD3,Tea For The Tillerman,Yusuf / Cat Stevens,singer-songwriter,51.0,0.791,0.543,0.115,0.0,0.0679,0.0877,61866.0,0.0,-16.068,1.0,110.291,0.529,78.0,1970-11-23,0.0
9837,3I3u1ToIan8l0FKA7wV1QO,Loyal to Me,Nina Nesbitt,singer-songwriter,59.0,0.12,0.837,0.587,0.0,0.0515,0.0962,193453.0,1.0,-7.944,0.0,106.0,0.433,74.0,2019-02-01,0.0
9838,5DydMbw2U5Oh1OckJIsniN,All We Ever Do Is Say Goodbye,John Mayer,singer-songwriter,57.0,0.288,0.559,0.51,5.31e-05,0.242,0.0247,275266.0,5.0,-8.294,0.0,129.881,0.327,79.0,2009-11-13,0.0
